,BC,O3,PM2.5,MERRA2-BC
2021-02-05 15,1.04,45.26,28.74,2.5937347698211703
2021-02-05 16,,42.04,26.72,2.6523058414459264
2021-02-05 17,,35.23,36.99,2.7089498996734656
2021-02-05 18,,26.74,32.68,2.780909805297856
2021-02-05 19,,27.8,35.96,2.8616744804382366
2021-02-05 20,,23.38,37.11,2.947057390213017
2021-02-05 21,,16.77,40.73,3.040113582611089
2021-02-05 22,,19.23,40.5,3.1458340644836484
2021-02-05 23,,20.98,,3.2192129898071355
2021-02-06 00,1.27,22.79,38.92,2.617091202735905
2021-02-06 01,,19.58,43.53,1.6306546401977562
2021-02-06 02,,16.54,47.78,1.282864828109743
2021-02-06 03,,11.28,54.01,1.1657906103134164
2021-02-06 04,,1.45,63.44,1.0124072718620305
2021-02-06 05,,0.0,55.11,0.91731479883194
2021-02-06 06,,0.03,54.93,1.2329292011260986
2021-02-06 07,,3.59,52.35,1.1476186323165891
2021-02-06 08,,20.06,49.11,1.1077281665801997
2021-02-06 09,,20.81,55.08,1.1448724651336664
2021-02-06 10,,27.36,47.84,1.334741616249084
2021-02-06 11,,37.01,37.25,1.5255172061920164
2021-02-06 12,1.17,39.88,38.83,1.6878584527969362
2021-02-06 13,,46.12,38.59,1.8254670763015757
2021-02-06 14,,48.46,34.54,1.9579259586334243
2021-02-06 15,,50.84,29.48,2.078087339401247
2021-02-06 16,,49.6,28.59,2.1846445369720486
2021-02-06 17,,32.39,30.42,2.326561899185184
2021-02-06 18,,22.42,40.68,2.5150805664062537
2021-02-06 19,,19.61,54.7,2.7296497344970745
2021-02-06 20,,21.25,47.06,2.9363962554931686
2021-02-06 21,,23.95,52.13,3.135719509124761
2021-02-06 22,,21.17,55.05,3.3354823970794736
2021-02-06 23,,17.26,52.27,3.5357564926147527
2021-02-07 00,1.26,21.34,41.85,2.8288925933837943
2021-02-07 01,,25.11,34.36,1.6799471664428731
2021-02-07 02,,23.34,38.12,1.294851140975953
2021-02-07 03,,11.12,41.02,1.3216962099075331
2021-02-07 04,,3.83,48.66,1.2177065753936782
2021-02-07 05,,1.07,53.74,1.1535407662391677
2021-02-07 06,,2.4,118.47,1.725093140602113
2021-02-07 07,,1.98,67.72,1.6777448511123672
2021-02-07 08,,9.88,61.49,1.6660672378540051
2021-02-07 09,,12.66,69.66,1.7095226383209243
2021-02-07 10,,15.22,60.44,1.8836908531188985
2021-02-07 11,,26.08,71.86,2.0691187047958395
2021-02-07 12,1.09,37.42,56.53,2.220513048172
2021-02-07 13,,40.68,36.06,2.3446772480011013
2021-02-07 14,,43.8,29.58,2.4674595260620147
2021-02-07 15,,36.89,29.86,2.5940972232818638
2021-02-07 16,,36.52,31.94,2.729066152572635
2021-02-07 17,,34.59,33.56,2.831984586715701
2021-02-07 18,,34.77,33.85,2.8486829662323023
2021-02-07 19,,31.21,36.23,2.886263542175296
2021-02-07 20,,21.76,43.41,2.943306961059573
2021-02-07 21,,17.38,35.95,3.0446972370147742
2021-02-07 22,,12.48,38.02,3.1934179973602337
2021-02-07 23,,13.4,37.02,3.3338078880310107
2021-02-08 00,2.15,17.08,41.19,3.007408638000492
2021-02-08 01,,18.62,45.52,2.0562229013443014
2021-02-08 02,,11.07,49.77,1.501104168891909
2021-02-08 03,,8.02,63.35,1.7068123579025276
2021-02-08 04,,10.08,102.13,1.485313973426819
2021-02-08 05,,15.74,86.03,1.4126999282836914
2021-02-08 06,,15.77,69.8,1.4255238056182855
2021-02-08 07,,14.09,51.78,1.4362745761871334
2021-02-08 08,,13.49,39.24,1.4905542087554926
2021-02-08 09,,15.04,36.71,1.6400554609298703
2021-02-08 10,,18.21,47.93,1.905318627357483
2021-02-08 11,,21.72,55.06,2.220294818878174
2021-02-08 12,2.19,24.81,54.63,2.592241735458375
2021-02-08 13,,26.41,38.97,2.994929676055909
2021-02-08 14,,26.49,28.92,3.3777905845642104
2021-02-08 15,,21.72,21.85,3.7871722507476826
2021-02-08 16,,17.9,17.81,4.30267393112183
2021-02-08 17,,16.06,16.92,4.254398117065431
2021-02-08 18,,16.52,13.03,4.09760124206543
2021-02-08 19,,15.1,10.96,4.42232786178589
2021-02-08 20,,16.09,9.75,5.799084930419931
2021-02-08 21,,18.3,7.52,6.776100997924819
2021-02-08 22,,18.79,6.33,6.465199584960948
2021-02-08 23,,20.01,4.2,5.856639842987066
2021-02-09 00,0.29,20.19,4.97,5.645488433837894
2021-02-09 01,,19.73,6.99,5.555484828948977
2021-02-09 02,,19.63,4.81,5.221882152557374
2021-02-09 03,,22.0,2.87,4.379980945587157
2021-02-09 04,,25.78,3.67,3.747336559295651
2021-02-09 05,,25.99,3.88,3.309470777511593
2021-02-09 06,,24.32,3.36,3.035893297195432
2021-02-09 07,,24.84,4.5,2.8538125705718977
2021-02-09 08,,23.95,6.77,2.701672134399414
2021-02-09 09,,20.99,8.61,2.690831031799317
2021-02-09 10,,18.8,8.78,2.8376237010955823
2021-02-09 11,,18.71,13.0,3.0276726436615005
2021-02-09 12,1.1,18.82,15.17,3.187560663223268
2021-02-09 13,,18.26,13.3,3.292516345977784
2021-02-09 14,,18.69,3.31,3.379136877059937
2021-02-09 15,,16.89,5.05,3.4930788230896
2021-02-09 16,,18.98,12.24,3.630594196319581
2021-02-09 17,,15.78,15.33,3.786846284866335
2021-02-09 18,,13.06,18.83,3.96128595352173
2021-02-09 19,,13.2,24.07,4.141948356628421
2021-02-09 20,,8.5,26.75,4.328686265945438
2021-02-09 21,,6.66,26.16,4.51189759254456
2021-02-09 22,,7.84,25.42,4.600380773544316
2021-02-09 23,,9.28,,4.735423965454106
2021-02-10 00,2.16,8.4,23.68,4.616231288909916
2021-02-10 01,,8.49,24.53,3.5273853302001976
2021-02-10 02,,5.97,29.14,2.546842699050905
2021-02-10 03,,2.84,34.7,1.2218520164489757
2021-02-10 04,,2.87,48.66,1.0500316834449777
2021-02-10 05,,4.53,40.44,0.9610035896301276
2021-02-10 06,,5.91,46.15,0.6573645687103273
2021-02-10 07,,4.61,42.87,0.6601021599769594
2021-02-10 08,,3.87,49.89,0.6697064352035524
2021-02-10 09,,6.4,49.88,0.7264861774444583
2021-02-10 10,,17.13,40.3,0.9005185031890872
2021-02-10 11,,29.3,34.49,1.147746648788453
2021-02-10 12,0.82,36.08,27.03,1.3706448841094976
2021-02-10 13,,38.77,17.43,1.6046760702133185
2021-02-10 14,,43.89,20.83,1.8793982362747204
2021-02-10 15,,41.24,14.5,2.211963839530947
2021-02-10 16,,39.49,11.67,2.593333358764652
2021-02-10 17,,36.58,13.8,2.987981634140019
2021-02-10 18,,30.85,19.0,3.3520336246490534
2021-02-10 19,,20.66,23.33,3.652166967391975
2021-02-10 20,,9.65,27.98,3.835958013534554
2021-02-10 21,,0.45,29.87,3.913119182586679
2021-02-10 22,,1.96,37.28,3.9499719333648775
2021-02-10 23,,20.54,36.1,4.013563861846933
2021-02-11 00,0.73,33.18,22.37,3.597997970581062
2021-02-11 01,,34.16,20.62,2.0970954179763823
2021-02-11 02,,32.27,22.08,1.4802217102050792
2021-02-11 03,,30.25,22.83,0.8342711687088017
2021-02-11 04,,27.42,24.86,0.7962363743782047
2021-02-11 05,,18.47,25.79,0.7808664035797124
2021-02-11 06,,15.6,24.86,0.6450409150123598
2021-02-11 07,,10.82,29.15,0.655854825973511
2021-02-11 08,,21.52,29.71,0.6784648966789248
2021-02-11 09,,32.56,22.34,0.7501057577133183
2021-02-11 10,,35.44,23.03,0.9382438421249398
2021-02-11 11,0.54,40.68,15.34,1.201351628303529
2021-02-11 12,0.79,46.39,14.49,1.460321087837221
2021-02-11 13,,50.03,16.48,1.7214005899429348
2021-02-11 14,,49.83,15.73,1.972002792358402
2021-02-11 15,,52.96,15.51,2.1906816768646284
2021-02-11 16,,51.45,15.73,2.3724351882934616
2021-02-11 17,,43.99,15.25,2.5670670032501266
2021-02-11 18,,36.79,19.68,2.811539134979253
2021-02-11 19,,25.59,27.23,3.106070127487188
2021-02-11 20,,28.48,47.72,3.442437477111822
2021-02-11 21,,20.39,30.6,3.788518724441535
2021-02-11 22,,14.66,32.99,4.119611301422127
2021-02-11 23,,29.09,,4.4172707843780605
2021-02-12 00,1.37,30.95,26.49,
2021-02-12 01,,35.95,30.37,
2021-02-12 02,,38.13,28.6,
2021-02-12 03,,37.52,25.07,
2021-02-12 04,,37.11,27.11,
2021-02-12 05,,38.81,27.23,
2021-02-12 06,,36.08,28.86,
2021-02-12 07,,33.22,30.91,
2021-02-12 08,,30.15,33.98,
2021-02-12 09,,32.81,30.6,
2021-02-12 10,,34.46,23.46,
2021-02-12 11,0.52,34.41,18.76,
2021-02-12 12,0.56,40.49,14.41,
2021-02-12 13,,43.15,17.68,
2021-02-12 14,,42.89,19.46,
2021-02-12 15,,41.74,21.13,
2021-02-12 16,,30.91,22.01,
2021-02-12 17,,36.87,21.5,
2021-02-12 18,,27.51,25.13,
2021-02-12 19,,24.02,23.99,
2021-02-12 20,,28.17,18.84,
2021-02-12 21,,27.27,18.35,
2021-02-12 22,,23.08,19.92,
2021-02-12 23,,18.88,,
2021-02-13 00,0.68,19.93,26.15,4.013054428100595
2021-02-13 01,,24.63,22.12,2.058404946327213
2021-02-13 02,,28.94,19.18,1.506632819175722
2021-02-13 03,,28.09,21.01,1.8399077463150044
2021-02-13 04,,29.37,24.68,1.5827574682235734
2021-02-13 05,,30.61,26.61,1.462540574073793
2021-02-13 06,,30.23,27.91,1.4084798431396497
2021-02-13 07,,27.84,27.16,1.3618773937225348
2021-02-13 08,,31.97,24.7,1.353255677223206
2021-02-13 09,,25.15,21.95,1.4307806777954104
2021-02-13 10,,15.67,24.43,1.6677040624618535
2021-02-13 11,0.81,23.84,22.9,1.919961662292481
2021-02-13 12,0.53,32.89,19.02,2.1525556039810194
2021-02-13 13,,42.49,18.18,2.35257166862488
2021-02-13 14,,47.25,21.64,2.537563524246218
2021-02-13 15,,43.57,21.31,2.7353241634368923
2021-02-13 16,,45.64,23.67,2.9572047138214144
2021-02-13 17,,42.26,21.57,3.2092443656921423
2021-02-13 18,,43.83,23.8,3.489150018692021
2021-02-13 19,,38.01,21.92,3.753269920349125
2021-02-13 20,,33.67,20.6,3.9733320140838666
2021-02-13 21,,33.94,21.1,4.18691356658936
2021-02-13 22,,34.5,21.83,4.389550199508672
2021-02-13 23,,32.56,,4.583274650573736
2021-02-14 00,0.7,31.72,23.24,4.014473199844364
2021-02-14 01,,32.52,24.28,2.608612623214724
2021-02-14 02,,34.29,25.41,1.9361873817443864
2021-02-14 03,,33.06,25.96,1.8092941570282
2021-02-14 04,,32.67,27.49,1.6464403963089005
2021-02-14 05,,27.84,29.17,1.5493072414398203
2021-02-14 06,,23.84,31.62,1.4821125364303596
2021-02-14 07,,19.68,31.13,1.4316179418563848
2021-02-14 08,,24.77,29.6,1.4144292306900028
2021-02-14 09,,22.89,29.72,1.4630861663818364
2021-02-14 10,,23.9,27.75,1.6232308959960944
2021-02-14 11,0.65,28.99,20.68,1.8866806650161756
2021-02-14 12,0.59,37.79,21.05,2.14762667655945
2021-02-14 13,,45.57,21.05,2.395391812324527
2021-02-14 14,,47.07,19.68,2.62647764205933
2021-02-14 15,,48.96,21.18,2.852397499084477
2021-02-14 16,,47.61,22.54,3.076610298156744
2021-02-14 17,,44.25,22.47,3.3047122955322314
2021-02-14 18,,36.71,28.37,3.529749841690069
2021-02-14 19,,32.57,31.1,3.742246332168584
2021-02-14 20,,36.87,33.71,3.983336095809942
2021-02-14 21,,30.26,26.79,4.254692945480353
2021-02-14 22,,29.8,26.64,4.498810729980476
2021-02-14 23,,29.37,27.36,4.7018467044830405
2021-02-15 00,0.61,30.75,26.33,4.14595275878907
2021-02-15 01,,15.74,26.78,2.580459842681888
2021-02-15 02,,0.55,28.93,1.971156539916994
2021-02-15 03,,2.53,29.23,1.3961107683181766
2021-02-15 04,,4.37,,1.3186401414871218
2021-02-15 05,,,,1.2783496046066285
2021-02-15 06,,,,1.20706316947937
2021-02-15 07,,,,1.2051714420318604
2021-02-15 08,,,,1.2271811676025393
2021-02-15 09,,,,1.319713230133057
2021-02-15 10,,,,1.5270961999893196
2021-02-15 11,,,,1.680709815025331
2021-02-15 12,,,,1.794105601310732
2021-02-15 13,,,,1.919343004226687
2021-02-15 14,,,,2.0378321075439483
2021-02-15 15,,,,2.114248013496402
2021-02-15 16,,,,2.087890553474429
2021-02-15 17,,,,2.0300285339355497
2021-02-15 18,,,,2.0063819360733066
2021-02-15 19,,,,2.0263362169265786
2021-02-15 20,,,,2.073139081001286
2021-02-15 21,,,,2.1456252527236983
2021-02-15 22,,,,2.2148742532730155
2021-02-15 23,,,,2.2592757034301814
2021-02-16 00,,,,2.004071631431584
2021-02-16 01,,,,1.2062449598312397
2021-02-16 02,,,,0.9380810809135448
2021-02-16 03,,,,1.1515839982032785
2021-02-16 04,,,,1.1168050670623786
2021-02-16 05,,,,1.1186425304412846
2021-02-16 06,,,,1.374610295295715
2021-02-16 07,,,,1.359749464988708
2021-02-16 08,,,,1.4084818744659415
2021-02-16 09,,,,1.5711885547637934
2021-02-16 10,,,,1.866248068809509
2021-02-16 11,,,,2.1690754985809333
2021-02-16 12,,,,2.4420341110229504
2021-02-16 13,,,,2.702151546478273
2021-02-16 14,,,,2.871754961013796
2021-02-16 15,,,,3.007818841934206
2021-02-16 16,,,,3.1643237876892107
2021-02-16 17,,,,3.3299957275390644
2021-02-16 18,,,,3.509820165634157
2021-02-16 19,,,,3.695758810043336
2021-02-16 20,,,,3.799261207580568
2021-02-16 21,,,,3.764767217636111
2021-02-16 22,,,,3.696959800720217
2021-02-16 23,,,,3.5007994937896743
2021-02-17 00,,,,3.3246760845184338
2021-02-17 01,,,,3.079439945220948
2021-02-17 02,,,,2.7877835559844977
2021-02-17 03,,,,3.5225457382202165
2021-02-17 04,,,,3.22695999145508
2021-02-17 05,,,,2.976885366439821
2021-02-17 06,,,,2.824854221343994
2021-02-17 07,,,,2.7767603111267087
2021-02-17 08,,,,2.7512945938110347
2021-02-17 09,,,,2.7980786705017087
2021-02-17 10,,,,2.9828155803680416
2021-02-17 11,,,,3.208191537857056
2021-02-17 12,,,,3.387322216033936
2021-02-17 13,,,,3.5320426845550545
2021-02-17 14,,,,3.661127824783327
2021-02-17 15,,,,3.797506456375124
2021-02-17 16,,,,3.929641790390017
2021-02-17 17,,,,4.03285573959351
2021-02-17 18,,,,4.122012319564824
2021-02-17 19,,,,4.184408731460578
2021-02-17 20,,,,4.1854993534088205
2021-02-17 21,,,,4.141402482986458
2021-02-17 22,,,,4.110225391387948
2021-02-17 23,,,,4.103386430740364
2021-02-18 00,,,,4.036883249282844
2021-02-18 01,,,,3.385904397964482
2021-02-18 02,,,,2.329583249092104
2021-02-18 03,,,,1.845874071121217
2021-02-18 04,,,,1.689022603034974
2021-02-18 05,,,,1.6329798841476446
2021-02-18 06,,,,1.5368641042709352
2021-02-18 07,,,,1.5336810255050657
2021-02-18 08,,,,1.576191344261169
2021-02-18 09,,,,1.679527478218078
2021-02-18 10,,,,1.916778497695922
2021-02-18 11,,,,2.237975931167602
2021-02-18 12,,,,2.5050759696960454
2021-02-18 13,,,,2.6958156967163096
2021-02-18 14,,,,2.8124859809875504
2021-02-18 15,,,,2.893539361953737
2021-02-18 16,,,,2.976704387664796
2021-02-18 17,,,,3.1089832305908214
2021-02-18 18,,,,3.3054438972473155
2021-02-18 19,,,,3.537624053955079
2021-02-18 20,,,,3.8157149791717546
2021-02-18 21,,,,4.120748529434207
2021-02-18 22,,,,4.411785488128666
2021-02-18 23,,,,4.648041305541997
2021-02-19 00,,,,4.371904640197759
2021-02-19 01,,,,3.0806048870086693
2021-02-19 02,,,,2.352392473220827
2021-02-19 03,,,,2.299548125267032
2021-02-19 04,,,,2.0589687395095853
2021-02-19 05,,,,1.8866740417480488
2021-02-19 06,,,,2.4122714614868186
2021-02-19 07,,,,2.2728274393081684
2021-02-19 08,,,,2.2165843152999893
2021-02-19 09,,,,2.2350650978088398
2021-02-19 10,,,,2.344822921752931
2021-02-19 11,,,,2.565102567672731
2021-02-19 12,,,,2.752785844802858
2021-02-19 13,,,,2.9029253578186056
2021-02-19 14,,,,3.0394223785400416
2021-02-19 15,,,,3.18628736495972
2021-02-19 16,,,,3.3581455421447792
2021-02-19 17,,,,3.591521854400639
2021-02-19 18,,,,3.900495452880864
2021-02-19 19,,,,4.260400743484502
2021-02-19 20,,,,4.640460319519049
2021-02-19 21,,,,5.005131330490119
2021-02-19 22,,,,5.394686050415047
2021-02-19 23,,,,5.786132392883309
2021-02-20 00,,,,5.415058698654184
2021-02-20 01,,,,3.109453449249271
2021-02-20 02,,,,2.419947299957277
2021-02-20 03,,,,2.867163867950438
2021-02-20 04,,,,2.805463705062865
2021-02-20 05,,,,2.7042191123962382
2021-02-20 06,,,,2.044253292083739
2021-02-20 07,,,,2.008564949035643
2021-02-20 08,,,,2.0098388862609853
2021-02-20 09,,,,2.079614286422729
2021-02-20 10,,,,2.284687089920044
2021-02-20 11,,,,2.494671182632447
2021-02-20 12,,,,2.612287101745607
2021-02-20 13,,,,2.6595080375671407
2021-02-20 14,,,,2.704691677093509
2021-02-20 15,,,,2.8014620208740277
2021-02-20 16,,,,2.9644069480896045
2021-02-20 17,,,,3.181994514465337
2021-02-20 18,,,,3.4335244083404595
2021-02-20 19,,,,3.700915727615362
2021-02-20 20,,,,3.973873929977423
2021-02-20 21,,,,4.252106094360358
2021-02-20 22,,,,4.546346197128304
2021-02-20 23,,,,4.842368459701547
2021-02-21 00,,,,4.52404504776002
2021-02-21 01,,,,2.758170046806341
2021-02-21 02,,,,2.1769302082061803
2021-02-21 03,,,,2.1644518709182763
2021-02-21 04,,,,1.934113378524782
2021-02-21 05,,,,1.7436471557617197
2021-02-21 06,,,,1.7696584033966072
2021-02-21 07,,,,1.6646663808822637
2021-02-21 08,,,,1.5860678386688238
2021-02-21 09,,,,1.5933256244659433
2021-02-21 10,,,,1.6964622354507457
2021-02-21 11,,,,1.783864746093751
2021-02-21 12,,,,1.8314494609832768
2021-02-21 13,,,,1.8818900156021128
2021-02-21 14,,,,1.9654180479049697
2021-02-21 15,,,,2.033467321395876
2021-02-21 16,,,,2.051732149124148
2021-02-21 17,,,,2.088038835525516
2021-02-21 18,,,,2.1209598112106365
2021-02-21 19,,,,2.130345840454106
2021-02-21 20,,,,2.1118469619751026
2021-02-21 21,,,,2.109445619583135
2021-02-21 22,,,,2.1634332609176687
2021-02-21 23,,,,2.261677241325384
2021-02-22 00,,,,1.6235026454925576
2021-02-22 01,,,,1.0270380187034625
2021-02-22 02,,,,0.8886134433746351
2021-02-22 03,,,,0.8978266716003429
2021-02-22 04,,,,0.8907898616790781
2021-02-22 05,,,,0.8919383668899545
2021-02-22 06,,,,0.9794366002082832
2021-02-22 07,,,,0.9860879945755012
2021-02-22 08,,,,1.0256245255470282
2021-02-22 09,,,,1.1086012887954722
2021-02-22 10,,,,1.2897190809249894
2021-02-22 11,,,,1.4187056827545186
2021-02-22 12,,,,1.4544106912612935
2021-02-22 13,,,,1.468054819107058
2021-02-22 14,,,,1.5275563192367578
2021-02-22 15,,,,1.6357991647720365
2021-02-22 16,,,,1.7740286493301425
2021-02-22 17,,,,1.9074716711044344
2021-02-22 18,,,,2.0497645664215125
2021-02-22 19,,,,2.200086135864262
2021-02-22 20,,,,2.366742529869084
2021-02-22 21,,,,2.539782199859624
2021-02-22 22,,,,2.6971617698669488
2021-02-22 23,,,,2.8076667213440003
2021-02-23 00,,,,2.133056020736699
2021-02-23 01,,,,1.2749114704132098
2021-02-23 02,,,,1.050966579914094
2021-02-23 03,,,,1.1150950813293463
2021-02-23 04,,,,1.0696566677093509
2021-02-23 05,,,,1.061362271308899
2021-02-23 06,,,,1.4522994136810297
2021-02-23 07,,,,1.510289268493652
2021-02-23 08,,,,1.5870695590972896
2021-02-23 09,,,,1.7063588094711304
2021-02-23 10,,,,1.9340245342254645
2021-02-23 11,,,,2.2122578048706063
2021-02-23 12,,,,2.399428958892824
2021-02-23 13,,,,2.428824052810671
2021-02-23 14,,,,2.311754326820376
2021-02-23 15,,,,2.1515199756622345
2021-02-23 16,,,,2.0348336982727084
2021-02-23 17,,,,2.015006737709049
2021-02-23 18,,,,2.056314749717716
2021-02-23 19,,,,2.1159443569183387
2021-02-23 20,,,,2.1647293663024945
2021-02-23 21,,,,2.192373313903813
2021-02-23 22,,,,2.1957204484939625
2021-02-23 23,,,,2.1764212417602598
2021-02-24 00,,,,1.541978862285618
2021-02-24 01,,,,0.9292961955070514
2021-02-24 02,,,,0.819066567420961
2021-02-24 03,,,,0.7948985171318067
2021-02-24 04,,,,0.8682500171661391
2021-02-24 05,,,,0.945111844539644
2021-02-24 06,,,,2.9795410633087167
2021-02-24 07,,3.42,,2.5464759922027604
2021-02-24 08,,4.79,36.09,2.1601954460144066
2021-02-24 09,,11.05,33.1,1.8164791107177765
2021-02-24 10,,16.29,31.12,1.5576006412506136
2021-02-24 11,1.16,22.24,31.56,1.3755016374588038
2021-02-24 12,0.97,28.75,25.63,1.274993724823
2021-02-24 13,,28.83,25.25,1.227809443473818
2021-02-24 14,,28.15,21.83,1.238360440731051
2021-02-24 15,,29.85,18.09,1.2897093820571923
2021-02-24 16,,29.08,17.25,1.3683190727233916
2021-02-24 17,,24.84,18.17,1.455114305019382
2021-02-24 18,,22.8,18.76,1.5533078074455302
2021-02-24 19,,22.72,17.71,1.6620017170906116
2021-02-24 20,,21.42,18.74,1.7665117573738156
2021-02-24 21,,20.71,18.55,1.850830755233771
2021-02-24 22,,19.36,24.95,1.9066112065315317
2021-02-24 23,1.0,19.84,,1.976909813880928
2021-02-25 00,0.75,17.79,23.3,1.670669014453894
2021-02-25 01,,16.69,25.1,1.2294010019302406
2021-02-25 02,,15.93,26.56,1.1996631312370334
2021-02-25 03,,15.34,27.52,1.199505305290225
2021-02-25 04,,15.06,26.91,1.2978313231468228
2021-02-25 05,,14.04,26.76,1.3411068201065088
2021-02-25 06,,13.58,20.87,1.4524092102050798
2021-02-25 07,,6.8,23.81,1.4980370712280286
2021-02-25 08,,9.53,23.55,1.574088640213014
2021-02-25 09,,12.58,21.63,1.6680869579315198
2021-02-25 10,,12.01,22.94,1.8140315771102924
2021-02-25 11,1.11,13.35,25.17,1.897819800376895
2021-02-25 12,1.0,21.21,29.9,1.85180403709412
2021-02-25 13,,22.99,33.81,1.691169948577884
2021-02-25 14,,30.73,33.62,1.560093989372256
2021-02-25 15,,28.58,35.98,1.5221121549606351
2021-02-25 16,,29.5,34.73,1.525277214050296
2021-02-25 17,,23.56,26.67,1.5296245503425632
2021-02-25 18,,21.86,25.17,1.5323350882530251
2021-02-25 19,,20.76,25.31,1.5486879658699078
2021-02-25 20,,20.94,25.23,1.5912891674041796
2021-02-25 21,,20.02,25.91,1.652479138374334
2021-02-25 22,,19.44,23.88,1.724456658363348
2021-02-25 23,0.79,18.32,,1.830258986949927
2021-02-26 00,0.78,16.97,24.64,1.5557374954223686
2021-02-26 01,,15.36,25.32,1.1259282398223904
2021-02-26 02,,17.71,22.78,1.239897193908693
2021-02-26 03,,17.21,18.24,1.5925616979599009
2021-02-26 04,,16.56,18.84,1.6048420906066898
2021-02-26 05,,15.72,22.79,1.5772142124176027
2021-02-26 06,,14.51,25.65,2.0604057312011705
2021-02-26 07,,11.89,21.59,2.006963777542113
2021-02-26 08,,10.25,22.8,2.0192606067657466
2021-02-26 09,,13.39,20.99,2.1208012294769287
2021-02-26 10,,15.18,23.87,2.3561822319030767
2021-02-26 11,1.15,19.12,24.21,2.5739133167266868
2021-02-26 12,1.2,26.05,25.25,2.628621540069584
2021-02-26 13,,30.89,29.04,2.4283145809173607
2021-02-26 14,,34.07,31.09,2.243432445526124
2021-02-26 15,,34.57,27.9,2.2798122215271004
2021-02-26 16,,34.82,29.47,2.3427128696441657
2021-02-26 17,,28.42,30.01,2.3624669933319096
2021-02-26 18,,21.43,33.94,2.369779386520386
2021-02-26 19,,11.87,38.23,2.385095291137696
2021-02-26 20,,15.48,36.74,2.4194017028808603
2021-02-26 21,,19.64,27.35,2.460292596817017
2021-02-26 22,,16.71,27.44,2.505003461837769
2021-02-26 23,0.84,13.12,,2.573180351257325
2021-02-27 00,0.76,16.9,26.68,2.51809983253479
2021-02-27 01,,16.07,27.33,2.4562541580200183
2021-02-27 02,,13.16,29.95,2.5072222995758047
2021-02-27 03,,9.31,40.19,2.729284391403197
2021-02-27 04,,8.99,32.01,2.887973175048828
2021-02-27 05,,7.86,25.37,2.980086774826049
2021-02-27 06,,7.55,21.44,3.1357558250427244
2021-02-27 07,,7.28,18.89,3.165551280975342
2021-02-27 08,,6.85,22.62,3.1997126388549804
2021-02-27 09,,7.1,20.49,3.280802059173584
2021-02-27 10,,7.39,22.58,3.47830792427063
2021-02-27 11,0.97,8.6,24.61,3.767672834396363
2021-02-27 12,1.01,10.24,28.13,4.046814794540406
2021-02-27 13,,9.97,29.62,4.304965867996218
2021-02-27 14,,8.31,32.77,4.4835181427001976
2021-02-27 15,,6.96,33.24,4.409812641143801
2021-02-27 16,,3.99,40.2,4.376489925384523
2021-02-27 17,,0.84,60.7,4.410615158081056
2021-02-27 18,,1.98,56.45,4.468238391876221
2021-02-27 19,,3.12,44.44,4.540924987792969
2021-02-27 20,,3.21,41.44,4.633258781433105
2021-02-27 21,,2.88,40.74,4.766697978973389
2021-02-27 22,,2.72,38.99,4.94917953491211
2021-02-27 23,1.38,3.94,,5.136028404235841
2021-02-28 00,1.18,3.71,36.95,4.477769966125489
2021-02-28 01,,4.66,33.19,3.4353438663482683
2021-02-28 02,,4.4,26.91,2.8894655036926293
